T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26
cohesion,monitor,plan,emotion,cohesion,coregulate,coregulate,discuss,synthesis,consensus,plan,plan,,,,,,,,,,,,,,
emotion,coregulate,monitor,discuss,synthesis,discuss,discuss,adapt,discuss,adapt,consensus,coregulate,plan,plan,consensus,coregulate,coregulate,plan,plan,monitor,adapt,consensus,,,,
discuss,monitor,emotion,cohesion,plan,cohesion,plan,consensus,plan,plan,consensus,plan,plan,plan,consensus,plan,plan,discuss,synthesis,coregulate,plan,plan,plan,consensus,plan,
consensus,plan,consensus,plan,discuss,adapt,consensus,discuss,cohesion,discuss,synthesis,consensus,coregulate,discuss,discuss,emotion,cohesion,consensus,discuss,coregulate,,,,,,
monitor,discuss,synthesis,monitor,discuss,emotion,cohesion,coregulate,discuss,,,,,,,,,,,,,,,,,
consensus,monitor,plan,emotion,discuss,emotion,consensus,plan,plan,plan,consensus,,,,,,,,,,,,,,,
cohesion,consensus,plan,consensus,discuss,emotion,consensus,coregulate,emotion,cohesion,emotion,cohesion,consensus,consensus,consensus,,,,,,,,,,,
emotion,consensus,coregulate,discuss,consensus,plan,consensus,discuss,plan,consensus,,,,,,,,,,,,,,,,
discuss,emotion,plan,consensus,monitor,plan,emotion,cohesion,monitor,coregulate,consensus,consensus,plan,plan,plan,plan,plan,discuss,discuss,coregulate,discuss,consensus,coregulate,,,
plan,plan,plan,consensus,coregulate,consensus,coregulate,cohesion,emotion,emotion,monitor,consensus,plan,monitor,,,,,,,,,,,,
discuss,monitor,coregulate,plan,plan,emotion,cohesion,plan,plan,monitor,discuss,adapt,consensus,monitor,emotion,cohesion,discuss,coregulate,discuss,consensus,coregulate,,,,,
monitor,discuss,synthesis,adapt,consensus,plan,plan,plan,plan,consensus,coregulate,adapt,cohesion,consensus,coregulate,discuss,consensus,plan,consensus,coregulate,plan,plan,consensus,plan,,
monitor,consensus,plan,plan,monitor,coregulate,cohesion,emotion,consensus,plan,consensus,plan,discuss,synthesis,discuss,emotion,coregulate,,,,,,,,,
plan,consensus,plan,monitor,adapt,cohesion,monitor,consensus,monitor,coregulate,plan,plan,plan,plan,plan,plan,discuss,consensus,discuss,consensus,plan,plan,,,,
plan,plan,emotion,emotion,emotion,monitor,consensus,plan,consensus,plan,consensus,plan,plan,consensus,plan,,,,,,,,,,,
coregulate,discuss,consensus,emotion,plan,emotion,cohesion,discuss,consensus,plan,monitor,consensus,plan,plan,consensus,,,,,,,,,,,
plan,consensus,plan,consensus,plan,plan,consensus,plan,consensus,discuss,adapt,cohesion,consensus,,,,,,,,,,,,,
consensus,coregulate,consensus,coregulate,cohesion,emotion,consensus,coregulate,emotion,consensus,synthesis,,,,,,,,,,,,,,,
consensus,plan,plan,consensus,,,,,,,,,,,,,,,,,,,,,,
consensus,plan,emotion,,,,,,,,,,,,,,,,,,,,,,,
plan,discuss,adapt,cohesion,consensus,plan,consensus,plan,,,,,,,,,,,,,,,,,,
plan,plan,emotion,cohesion,emotion,plan,monitor,discuss,discuss,discuss,discuss,consensus,plan,consensus,coregulate,emotion,monitor,consensus,discuss,coregulate,monitor,,,,,
consensus,emotion,consensus,plan,consensus,coregulate,plan,plan,plan,,,,,,,,,,,,,,,,,
plan,monitor,cohesion,,,,,,,,,,,,,,,,,,,,,,,
plan,plan,consensus,plan,discuss,adapt,consensus,cohesion,plan,plan,consensus,plan,discuss,discuss,consensus,consensus,plan,emotion,cohesion,consensus,coregulate,coregulate,emotion,cohesion,,
monitor,discuss,coregulate,consensus,coregulate,emotion,coregulate,emotion,cohesion,consensus,plan,plan,emotion,cohesion,discuss,coregulate,discuss,consensus,coregulate,monitor,emotion,consensus,plan,consensus,,
consensus,emotion,plan,cohesion,consensus,emotion,plan,consensus,consensus,plan,plan,emotion,emotion,cohesion,,,,,,,,,,,,
emotion,consensus,discuss,discuss,adapt,consensus,coregulate,discuss,synthesis,consensus,monitor,plan,plan,plan,consensus,coregulate,discuss,adapt,discuss,adapt,emotion,emotion,consensus,plan,,
synthesis,consensus,consensus,emotion,cohesion,emotion,monitor,coregulate,discuss,,,,,,,,,,,,,,,,,
emotion,plan,consensus,plan,consensus,plan,emotion,consensus,plan,monitor,discuss,discuss,synthesis,consensus,plan,consensus,,,,,,,,,,
monitor,cohesion,emotion,cohesion,consensus,plan,consensus,monitor,discuss,consensus,plan,discuss,synthesis,,,,,,,,,,,,,
monitor,emotion,cohesion,coregulate,,,,,,,,,,,,,,,,,,,,,,
consensus,plan,plan,monitor,consensus,discuss,synthesis,discuss,cohesion,consensus,,,,,,,,,,,,,,,,
emotion,consensus,coregulate,plan,monitor,discuss,plan,consensus,discuss,coregulate,discuss,discuss,consensus,emotion,cohesion,emotion,cohesion,plan,consensus,,,,,,,
discuss,consensus,emotion,cohesion,plan,consensus,consensus,plan,plan,discuss,emotion,emotion,emotion,coregulate,discuss,monitor,cohesion,plan,consensus,coregulate,plan,discuss,emotion,cohesion,,
plan,discuss,consensus,emotion,consensus,coregulate,coregulate,emotion,consensus,monitor,discuss,coregulate,discuss,synthesis,consensus,adapt,,,,,,,,,,
discuss,monitor,discuss,adapt,discuss,coregulate,consensus,emotion,plan,plan,plan,monitor,consensus,plan,consensus,consensus,,,,,,,,,,
consensus,plan,consensus,coregulate,consensus,plan,plan,plan,coregulate,discuss,synthesis,adapt,consensus,coregulate,consensus,coregulate,plan,consensus,plan,plan,plan,plan,plan,consensus,plan,plan
monitor,discuss,consensus,consensus,coregulate,plan,emotion,cohesion,consensus,consensus,coregulate,plan,monitor,discuss,cohesion,coregulate,emotion,,,,,,,,,
consensus,plan,monitor,plan,plan,plan,consensus,plan,plan,consensus,coregulate,plan,cohesion,coregulate,discuss,synthesis,adapt,emotion,consensus,monitor,consensus,plan,,,,
emotion,cohesion,consensus,consensus,discuss,consensus,plan,,,,,,,,,,,,,,,,,,,
consensus,discuss,emotion,consensus,discuss,synthesis,consensus,plan,plan,plan,plan,emotion,cohesion,discuss,,,,,,,,,,,,
plan,plan,consensus,coregulate,monitor,discuss,synthesis,emotion,cohesion,consensus,coregulate,emotion,consensus,synthesis,adapt,consensus,discuss,discuss,,,,,,,,
consensus,plan,plan,discuss,coregulate,discuss,consensus,plan,consensus,plan,plan,monitor,discuss,adapt,consensus,plan,consensus,plan,plan,discuss,cohesion,consensus,emotion,,,
plan,consensus,discuss,discuss,synthesis,adapt,cohesion,consensus,coregulate,emotion,,,,,,,,,,,,,,,,
plan,plan,monitor,discuss,consensus,discuss,synthesis,consensus,emotion,coregulate,plan,consensus,coregulate,consensus,discuss,discuss,synthesis,adapt,consensus,plan,monitor,synthesis,consensus,plan,consensus,
monitor,emotion,consensus,coregulate,,,,,,,,,,,,,,,,,,,,,,
plan,plan,plan,discuss,consensus,emotion,plan,plan,emotion,,,,,,,,,,,,,,,,,
plan,consensus,synthesis,consensus,discuss,,,,,,,,,,,,,,,,,,,,,
emotion,cohesion,coregulate,consensus,discuss,synthesis,adapt,coregulate,consensus,coregulate,adapt,consensus,consensus,coregulate,consensus,coregulate,emotion,consensus,discuss,emotion,consensus,plan,,,,
consensus,coregulate,plan,plan,plan,plan,plan,plan,consensus,consensus,coregulate,discuss,consensus,plan,emotion,plan,plan,plan,emotion,plan,,,,,,
discuss,discuss,discuss,coregulate,discuss,coregulate,monitor,consensus,discuss,consensus,plan,plan,monitor,plan,,,,,,,,,,,,
monitor,discuss,coregulate,discuss,discuss,monitor,discuss,emotion,plan,plan,consensus,plan,plan,emotion,cohesion,consensus,plan,consensus,coregulate,discuss,adapt,consensus,plan,plan,consensus,
emotion,consensus,coregulate,discuss,adapt,cohesion,coregulate,consensus,plan,emotion,consensus,coregulate,consensus,plan,plan,consensus,plan,emotion,consensus,plan,monitor,,,,,
discuss,adapt,consensus,plan,consensus,plan,consensus,discuss,discuss,emotion,consensus,plan,consensus,plan,plan,emotion,consensus,coregulate,consensus,plan,,,,,,
plan,consensus,plan,consensus,discuss,discuss,synthesis,consensus,plan,,,,,,,,,,,,,,,,,
discuss,emotion,consensus,plan,consensus,discuss,synthesis,consensus,plan,plan,,,,,,,,,,,,,,,,
plan,emotion,consensus,plan,plan,,,,,,,,,,,,,,,,,,,,,
consensus,plan,plan,emotion,consensus,plan,consensus,plan,consensus,coregulate,synthesis,adapt,consensus,,,,,,,,,,,,,
consensus,coregulate,,,,,,,,,,,,,,,,,,,,,,,,
plan,emotion,consensus,coregulate,discuss,discuss,consensus,emotion,cohesion,consensus,discuss,adapt,consensus,coregulate,emotion,,,,,,,,,,,
plan,plan,consensus,plan,consensus,emotion,cohesion,monitor,discuss,discuss,discuss,consensus,plan,consensus,emotion,emotion,consensus,plan,consensus,plan,consensus,,,,,
emotion,plan,plan,monitor,plan,plan,plan,consensus,plan,plan,discuss,consensus,plan,,,,,,,,,,,,,
emotion,coregulate,plan,emotion,cohesion,consensus,plan,consensus,monitor,consensus,plan,consensus,plan,consensus,discuss,coregulate,discuss,discuss,discuss,adapt,emotion,coregulate,plan,,,
discuss,consensus,plan,plan,consensus,plan,plan,consensus,coregulate,plan,consensus,coregulate,emotion,emotion,discuss,consensus,coregulate,monitor,discuss,discuss,emotion,plan,plan,plan,,
emotion,cohesion,coregulate,consensus,cohesion,consensus,discuss,coregulate,consensus,emotion,discuss,adapt,cohesion,consensus,discuss,discuss,synthesis,,,,,,,,,
emotion,discuss,adapt,consensus,coregulate,synthesis,emotion,consensus,emotion,consensus,consensus,coregulate,monitor,plan,consensus,plan,,,,,,,,,,
monitor,plan,plan,emotion,emotion,cohesion,emotion,emotion,consensus,plan,plan,plan,plan,plan,consensus,coregulate,discuss,synthesis,adapt,emotion,,,,,,
consensus,plan,consensus,emotion,plan,monitor,emotion,emotion,,,,,,,,,,,,,,,,,,
monitor,plan,consensus,coregulate,discuss,adapt,discuss,coregulate,cohesion,consensus,plan,monitor,discuss,discuss,emotion,cohesion,emotion,adapt,,,,,,,,
emotion,consensus,plan,plan,emotion,emotion,consensus,plan,consensus,discuss,,,,,,,,,,,,,,,,
plan,monitor,monitor,,,,,,,,,,,,,,,,,,,,,,,
emotion,cohesion,emotion,discuss,discuss,discuss,discuss,coregulate,consensus,plan,monitor,emotion,cohesion,discuss,consensus,plan,plan,consensus,plan,adapt,consensus,,,,,
discuss,monitor,consensus,plan,plan,plan,plan,consensus,monitor,coregulate,discuss,discuss,discuss,adapt,consensus,consensus,plan,,,,,,,,,
consensus,plan,consensus,coregulate,plan,cohesion,consensus,plan,discuss,consensus,plan,monitor,emotion,cohesion,consensus,discuss,adapt,,,,,,,,,
monitor,discuss,cohesion,consensus,discuss,cohesion,consensus,monitor,discuss,monitor,plan,consensus,plan,plan,coregulate,plan,plan,emotion,emotion,emotion,consensus,plan,consensus,coregulate,emotion,emotion
monitor,consensus,plan,plan,cohesion,consensus,cohesion,plan,plan,plan,consensus,consensus,consensus,consensus,plan,discuss,discuss,synthesis,consensus,plan,plan,plan,cohesion,coregulate,plan,consensus
plan,plan,consensus,,,,,,,,,,,,,,,,,,,,,,,
consensus,plan,consensus,coregulate,discuss,consensus,coregulate,discuss,synthesis,adapt,cohesion,emotion,emotion,coregulate,,,,,,,,,,,,
monitor,discuss,discuss,synthesis,coregulate,consensus,coregulate,discuss,synthesis,consensus,plan,emotion,consensus,coregulate,cohesion,,,,,,,,,,,
plan,plan,plan,plan,monitor,cohesion,plan,,,,,,,,,,,,,,,,,,,
plan,consensus,plan,emotion,plan,consensus,monitor,emotion,cohesion,coregulate,monitor,consensus,plan,plan,consensus,coregulate,emotion,plan,,,,,,,,
coregulate,plan,emotion,cohesion,coregulate,discuss,adapt,consensus,monitor,discuss,discuss,discuss,discuss,discuss,consensus,plan,plan,,,,,,,,,
plan,plan,plan,plan,consensus,plan,consensus,plan,monitor,coregulate,consensus,plan,plan,emotion,plan,plan,,,,,,,,,,
plan,discuss,emotion,consensus,plan,consensus,plan,,,,,,,,,,,,,,,,,,,
cohesion,emotion,consensus,,,,,,,,,,,,,,,,,,,,,,,
monitor,discuss,synthesis,coregulate,discuss,discuss,discuss,,,,,,,,,,,,,,,,,,,
consensus,plan,consensus,plan,consensus,consensus,coregulate,adapt,consensus,plan,plan,plan,plan,consensus,discuss,synthesis,emotion,consensus,discuss,consensus,discuss,adapt,consensus,emotion,cohesion,
plan,consensus,plan,consensus,plan,,,,,,,,,,,,,,,,,,,,,
plan,emotion,cohesion,consensus,consensus,monitor,discuss,consensus,discuss,synthesis,consensus,plan,consensus,,,,,,,,,,,,,
emotion,cohesion,emotion,cohesion,monitor,plan,plan,emotion,,,,,,,,,,,,,,,,,,
consensus,plan,discuss,synthesis,,,,,,,,,,,,,,,,,,,,,,
cohesion,consensus,plan,plan,monitor,discuss,consensus,discuss,emotion,consensus,coregulate,discuss,discuss,discuss,discuss,consensus,discuss,,,,,,,,,
plan,plan,emotion,cohesion,emotion,cohesion,consensus,plan,plan,consensus,,,,,,,,,,,,,,,,
consensus,plan,consensus,plan,consensus,monitor,emotion,,,,,,,,,,,,,,,,,,,
consensus,coregulate,discuss,synthesis,consensus,consensus,plan,plan,plan,consensus,emotion,cohesion,discuss,consensus,coregulate,monitor,plan,consensus,monitor,cohesion,consensus,consensus,plan,consensus,plan,
monitor,adapt,consensus,discuss,adapt,discuss,coregulate,discuss,consensus,coregulate,monitor,discuss,emotion,cohesion,monitor,discuss,consensus,coregulate,plan,plan,,,,,,
discuss,adapt,cohesion,consensus,discuss,coregulate,plan,monitor,consensus,plan,consensus,plan,consensus,coregulate,plan,consensus,coregulate,consensus,plan,emotion,cohesion,monitor,discuss,emotion,cohesion,
discuss,adapt,cohesion,coregulate,plan,plan,plan,emotion,cohesion,coregulate,emotion,consensus,plan,,,,,,,,,,,,,
emotion,cohesion,discuss,discuss,consensus,coregulate,emotion,cohesion,consensus,plan,plan,monitor,discuss,discuss,synthesis,consensus,plan,plan,plan,plan,emotion,,,,,
plan,plan,plan,emotion,,,,,,,,,,,,,,,,,,,,,,
consensus,emotion,cohesion,plan,plan,plan,cohesion,coregulate,emotion,adapt,cohesion,discuss,adapt,cohesion,,,,,,,,,,,,
discuss,monitor,plan,consensus,coregulate,discuss,consensus,plan,discuss,consensus,coregulate,coregulate,monitor,coregulate,plan,,,,,,,,,,,
monitor,emotion,emotion,consensus,discuss,discuss,adapt,consensus,consensus,plan,discuss,discuss,coregulate,plan,,,,,,,,,,,,
discuss,discuss,cohesion,discuss,cohesion,discuss,consensus,coregulate,discuss,coregulate,consensus,plan,plan,consensus,emotion,consensus,discuss,synthesis,discuss,,,,,,,
monitor,emotion,consensus,plan,plan,plan,plan,,,,,,,,,,,,,,,,,,,
consensus,discuss,consensus,plan,consensus,discuss,consensus,monitor,,,,,,,,,,,,,,,,,,
plan,consensus,plan,plan,plan,plan,plan,emotion,discuss,synthesis,discuss,synthesis,discuss,synthesis,,,,,,,,,,,,
monitor,cohesion,plan,consensus,plan,emotion,monitor,discuss,synthesis,adapt,consensus,coregulate,emotion,consensus,plan,emotion,discuss,cohesion,consensus,plan,emotion,consensus,plan,discuss,synthesis,discuss
monitor,consensus,,,,,,,,,,,,,,,,,,,,,,,,
emotion,cohesion,consensus,plan,consensus,plan,plan,consensus,plan,plan,plan,plan,plan,plan,consensus,emotion,cohesion,plan,,,,,,,,
consensus,discuss,discuss,discuss,consensus,plan,plan,monitor,plan,monitor,cohesion,consensus,coregulate,discuss,monitor,plan,consensus,coregulate,discuss,adapt,consensus,coregulate,emotion,,,
plan,plan,plan,consensus,plan,,,,,,,,,,,,,,,,,,,,,
consensus,plan,monitor,discuss,synthesis,adapt,consensus,cohesion,consensus,plan,,,,,,,,,,,,,,,,
consensus,plan,discuss,monitor,cohesion,consensus,,,,,,,,,,,,,,,,,,,,
consensus,plan,discuss,emotion,cohesion,coregulate,plan,plan,consensus,discuss,,,,,,,,,,,,,,,,
monitor,discuss,discuss,consensus,coregulate,discuss,synthesis,plan,plan,consensus,consensus,plan,consensus,plan,plan,emotion,cohesion,emotion,monitor,,,,,,,
emotion,discuss,discuss,monitor,plan,consensus,consensus,,,,,,,,,,,,,,,,,,,
monitor,plan,plan,discuss,consensus,plan,emotion,consensus,discuss,consensus,plan,emotion,cohesion,consensus,plan,emotion,emotion,consensus,plan,plan,consensus,monitor,plan,,,
discuss,synthesis,consensus,plan,plan,plan,consensus,plan,discuss,adapt,consensus,plan,plan,plan,plan,emotion,cohesion,emotion,cohesion,consensus,,,,,,
discuss,adapt,consensus,plan,plan,plan,plan,plan,consensus,plan,emotion,emotion,plan,plan,coregulate,discuss,emotion,cohesion,monitor,coregulate,monitor,emotion,consensus,,,
plan,consensus,plan,monitor,cohesion,discuss,emotion,cohesion,,,,,,,,,,,,,,,,,,
emotion,plan,consensus,consensus,plan,consensus,plan,consensus,plan,emotion,coregulate,consensus,discuss,consensus,coregulate,plan,plan,consensus,plan,consensus,plan,plan,emotion,consensus,,
plan,consensus,discuss,,,,,,,,,,,,,,,,,,,,,,,
plan,plan,consensus,plan,consensus,emotion,cohesion,plan,consensus,plan,plan,consensus,,,,,,,,,,,,,,
consensus,discuss,discuss,coregulate,cohesion,monitor,discuss,consensus,plan,plan,plan,discuss,consensus,plan,plan,,,,,,,,,,,
monitor,consensus,coregulate,monitor,consensus,coregulate,plan,plan,discuss,,,,,,,,,,,,,,,,,
consensus,plan,emotion,discuss,consensus,emotion,cohesion,consensus,plan,discuss,coregulate,emotion,cohesion,discuss,emotion,cohesion,consensus,coregulate,consensus,emotion,cohesion,emotion,coregulate,monitor,discuss,
discuss,discuss,,,,,,,,,,,,,,,,,,,,,,,,
plan,consensus,,,,,,,,,,,,,,,,,,,,,,,,
consensus,plan,discuss,adapt,consensus,emotion,coregulate,discuss,synthesis,emotion,consensus,monitor,,,,,,,,,,,,,,
synthesis,adapt,consensus,plan,emotion,consensus,monitor,cohesion,plan,plan,consensus,,,,,,,,,,,,,,,
consensus,plan,cohesion,emotion,cohesion,consensus,coregulate,discuss,consensus,plan,consensus,discuss,coregulate,discuss,coregulate,consensus,monitor,discuss,consensus,emotion,cohesion,,,,,
emotion,cohesion,plan,plan,plan,plan,plan,consensus,plan,plan,consensus,discuss,emotion,cohesion,consensus,emotion,consensus,plan,discuss,coregulate,emotion,cohesion,emotion,discuss,monitor,discuss
emotion,cohesion,,,,,,,,,,,,,,,,,,,,,,,,
plan,consensus,synthesis,cohesion,consensus,consensus,plan,discuss,consensus,coregulate,consensus,plan,consensus,plan,consensus,coregulate,discuss,consensus,coregulate,discuss,,,,,,
monitor,emotion,discuss,discuss,,,,,,,,,,,,,,,,,,,,,,
discuss,coregulate,discuss,emotion,consensus,plan,,,,,,,,,,,,,,,,,,,,
cohesion,consensus,discuss,discuss,,,,,,,,,,,,,,,,,,,,,,
discuss,discuss,discuss,consensus,monitor,,,,,,,,,,,,,,,,,,,,,
consensus,cohesion,consensus,plan,plan,consensus,plan,plan,monitor,plan,consensus,plan,plan,,,,,,,,,,,,,
emotion,emotion,cohesion,emotion,consensus,plan,plan,consensus,plan,plan,consensus,plan,consensus,coregulate,plan,plan,monitor,synthesis,discuss,synthesis,emotion,consensus,monitor,discuss,,
consensus,coregulate,,,,,,,,,,,,,,,,,,,,,,,,
emotion,plan,discuss,discuss,consensus,plan,plan,plan,consensus,plan,monitor,plan,consensus,,,,,,,,,,,,,
monitor,monitor,discuss,synthesis,consensus,plan,consensus,plan,plan,discuss,synthesis,adapt,cohesion,plan,consensus,plan,plan,consensus,plan,consensus,plan,discuss,consensus,plan,,
coregulate,consensus,coregulate,,,,,,,,,,,,,,,,,,,,,,,
emotion,consensus,plan,consensus,plan,consensus,discuss,discuss,adapt,,,,,,,,,,,,,,,,,
emotion,monitor,cohesion,consensus,discuss,discuss,cohesion,consensus,discuss,discuss,consensus,plan,plan,plan,discuss,,,,,,,,,,,
consensus,plan,plan,consensus,,,,,,,,,,,,,,,,,,,,,,
plan,consensus,consensus,plan,consensus,,,,,,,,,,,,,,,,,,,,,
plan,plan,discuss,coregulate,cohesion,plan,plan,cohesion,discuss,coregulate,discuss,emotion,,,,,,,,,,,,,,
monitor,plan,consensus,discuss,adapt,cohesion,coregulate,discuss,synthesis,consensus,plan,discuss,,,,,,,,,,,,,,
monitor,discuss,adapt,cohesion,consensus,monitor,,,,,,,,,,,,,,,,,,,,
coregulate,consensus,consensus,plan,consensus,coregulate,consensus,coregulate,consensus,coregulate,discuss,discuss,consensus,consensus,plan,consensus,plan,plan,emotion,coregulate,monitor,discuss,adapt,discuss,consensus,
monitor,plan,consensus,plan,plan,consensus,emotion,emotion,emotion,consensus,consensus,discuss,consensus,emotion,plan,discuss,adapt,emotion,emotion,cohesion,coregulate,plan,plan,monitor,coregulate,
